[
{29190,0,13789,[10001,10002,10003,20001,20002,20003,20004,20005,20006,30001,30002,30003,40001,40002,40003]},
{29700,0,15480,[10001,10002,10003,20001,20002,20003,20004,20005,20006,30001,30002,30003,40001,40002,40003]},
{22240,0,12589,[10001,10002,10003,20001,20002,20003,20004,20005,20006,30001,30002,30003,40001,40002,40003]},
{12788,0,39230,[10001,10002,10003,20001,20002,20003,20004,20005,20006,30001,30002,30003,40001,40002,40003]},
{11648,0,35797,[10001,10002,10003,20001,20002,20003,20004,20005,20006,30001,30002,30003,40001,40002,40003]},
{12819,0,35903,[10001,10002,10003,20001,20002,20003,20004,20005,20006,30001,30002,30003,40001,40002,40003]},
{17611,0,35916,[10001,10002,10003,20001,20002,20003,20004,20005,20006,30001,30002,30003,40001,40002,40003]},
{17699,0,39059,[10001,10002,10003,20001,20002,20003,20004,20005,20006,30001,30002,30003,40001,40002,40003]},
{13753,0,39286,[10001,10002,10003,20001,20002,20003,20004,20005,20006,30001,30002,30003,40001,40002,40003]},
{15487,0,35945,[10001,10002,10003,20001,20002,20003,20004,20005,20006,30001,30002,30003,40001,40002,40003]},
{16159,0,38930,[10001,10002,10003,20001,20002,20003,20004,20005,20006,30001,30002,30003,40001,40002,40003]},
{13000,0,37490,[10001,10002,10003,20001,20002,20003,20004,20005,20006,30001,30002,30003,40001,40002,40003]},
{13575,0,36150,[10001,10002,10003,20001,20002,20003,20004,20005,20006,30001,30002,30003,40001,40002,40003]},
{11859,0,39072,[10001,10002,10003,20001,20002,20003,20004,20005,20006,30001,30002,30003,40001,40002,40003]},
{17090,0,37260,[10001,10002,10003,20001,20002,20003,20004,20005,20006,30001,30002,30003,40001,40002,40003]},
{45872,16,27779,[10001,10002,10003,20001,20002,20003,20004,20005,20006,30001,30002,30003,40001,40002,40003]},
{42334,16,29304,[10001,10002,10003,20001,20002,20003,20004,20005,20006,30001,30002,30003,40001,40002,40003]},
{43390,16,24470,[10001,10002,10003,20001,20002,20003,20004,20005,20006,30001,30002,30003,40001,40002,40003]},
{43720,8,21150,[10001,10002,10003,20001,20002,20003,20004,20005,20006,30001,30002,30003,40001,40002,40003]},
{35564,17,29660,[10001,10002,10003,20001,20002,20003,20004,20005,20006,30001,30002,30003,40001,40002,40003]},
{35175,16,30603,[10001,10002,10003,20001,20002,20003,20004,20005,20006,30001,30002,30003,40001,40002,40003]},
{34416,17,29331,[10001,10002,10003,20001,20002,20003,20004,20005,20006,30001,30002,30003,40001,40002,40003]},
{30694,17,31500,[10001,10002,10003,20001,20002,20003,20004,20005,20006,30001,30002,30003,40001,40002,40003]},
{35450,0,42314,[10001,10002,10003,20001,20002,20003,20004,20005,20006,30001,30002,30003,40001,40002,40003]},
{27910,0,42450,[10001,10002,10003,20001,20002,20003,20004,20005,20006,30001,30002,30003,40001,40002,40003]},
{27199,0,41856,[10001,10002,10003,20001,20002,20003,20004,20005,20006,30001,30002,30003,40001,40002,40003]},
{23493,17,41588,[10001,10002,10003,20001,20002,20003,20004,20005,20006,30001,30002,30003,40001,40002,40003]},
{27619,17,37010,[10001,10002,10003,20001,20002,20003,20004,20005,20006,30001,30002,30003,40001,40002,40003]},
{23629,0,38410,[10001,10002,10003,20001,20002,20003,20004,20005,20006,30001,30002,30003,40001,40002,40003]},
{33618,0,41431,[10001,10002,10003,20001,20002,20003,20004,20005,20006,30001,30002,30003,40001,40002,40003]},
{29581,0,38884,[10001,10002,10003,20001,20002,20003,20004,20005,20006,30001,30002,30003,40001,40002,40003]},
{34540,0,34740,[10001,10002,10003,20001,20002,20003,20004,20005,20006,30001,30002,30003,40001,40002,40003]},
{31184,17,25104,[10001,10002,10003,20001,20002,20003,20004,20005,20006,30001,30002,30003,40001,40002,40003]},
{44213,33,36556,[10001,10002,10003,20001,20002,20003,20004,20005,20006,30001,30002,30003,40001,40002,40003]},
{54358,0,25510,[10001,10002,10003,20001,20002,20003,20004,20005,20006,30001,30002,30003,40001,40002,40003]},
{43638,33,34981,[10001,10002,10003,20001,20002,20003,20004,20005,20006,30001,30002,30003,40001,40002,40003]},
{33030,0,39790,[10001,10002,10003,20001,20002,20003,20004,20005,20006,30001,30002,30003,40001,40002,40003]},
{38650,17,41840,[10001,10002,10003,20001,20002,20003,20004,20005,20006,30001,30002,30003,40001,40002,40003]},
{39765,17,42127,[10001,10002,10003,20001,20002,20003,20004,20005,20006,30001,30002,30003,40001,40002,40003]},
{43056,17,40758,[10001,10002,10003,20001,20002,20003,20004,20005,20006,30001,30002,30003,40001,40002,40003]},
{39030,0,21740,[10001,10002,10003,20001,20002,20003,20004,20005,20006,30001,30002,30003,40001,40002,40003]},
{36785,0,20393,[10001,10002,10003,20001,20002,20003,20004,20005,20006,30001,30002,30003,40001,40002,40003]},
{38998,0,20215,[10001,10002,10003,20001,20002,20003,20004,20005,20006,30001,30002,30003,40001,40002,40003]},
{54750,425,37464,[10001,10002,10003,20001,20002,20003,20004,20005,20006,30001,30002,30003,40001,40002,40003]},
{72613,0,29878,[10001,10002,10003,20001,20002,20003,20004,20005,20006,30001,30002,30003,40001,40002,40003]},
{71900,0,22200,[10001,10002,10003,20001,20002,20003,20004,20005,20006,30001,30002,30003,40001,40002,40003]},
{69140,0,17060,[10001,10002,10003,20001,20002,20003,20004,20005,20006,30001,30002,30003,40001,40002,40003]},
{72390,0,15659,[10001,10002,10003,20001,20002,20003,20004,20005,20006,30001,30002,30003,40001,40002,40003]},
{64850,0,22279,[10001,10002,10003,20001,20002,20003,20004,20005,20006,30001,30002,30003,40001,40002,40003]},
{84036,0,20523,[10001,10002,10003,20001,20002,20003,20004,20005,20006,30001,30002,30003,40001,40002,40003]},
{85330,0,19668,[10001,10002,10003,20001,20002,20003,20004,20005,20006,30001,30002,30003,40001,40002,40003]},
{86111,0,18455,[10001,10002,10003,20001,20002,20003,20004,20005,20006,30001,30002,30003,40001,40002,40003]},
{87171,33,12337,[10001,10002,10003,20001,20002,20003,20004,20005,20006,30001,30002,30003,40001,40002,40003]},
{87876,22,12471,[10001,10002,10003,20001,20002,20003,20004,20005,20006,30001,30002,30003,40001,40002,40003]},
{100613,4,21448,[10001,10002,10003,20001,20002,20003,20004,20005,20006,30001,30002,30003,40001,40002,40003]},
{102035,4,21362,[10001,10002,10003,20001,20002,20003,20004,20005,20006,30001,30002,30003,40001,40002,40003]},
{102259,4,20600,[10001,10002,10003,20001,20002,20003,20004,20005,20006,30001,30002,30003,40001,40002,40003]},
{103850,0,24329,[10001,10002,10003,20001,20002,20003,20004,20005,20006,30001,30002,30003,40001,40002,40003]},
{107879,0,25561,[10001,10002,10003,20001,20002,20003,20004,20005,20006,30001,30002,30003,40001,40002,40003]},
{109849,0,25549,[10001,10002,10003,20001,20002,20003,20004,20005,20006,30001,30002,30003,40001,40002,40003]},
{111053,0,26685,[10001,10002,10003,20001,20002,20003,20004,20005,20006,30001,30002,30003,40001,40002,40003]},
{112709,17,29028,[10001,10002,10003,20001,20002,20003,20004,20005,20006,30001,30002,30003,40001,40002,40003]},
{114999,17,30938,[10001,10002,10003,20001,20002,20003,20004,20005,20006,30001,30002,30003,40001,40002,40003]},
{105950,8,18450,[10001,10002,10003,20001,20002,20003,20004,20005,20006,30001,30002,30003,40001,40002,40003]},
{106116,4,17622,[10001,10002,10003,20001,20002,20003,20004,20005,20006,30001,30002,30003,40001,40002,40003]},
{109906,56,18250,[10001,10002,10003,20001,20002,20003,20004,20005,20006,30001,30002,30003,40001,40002,40003]},
{116347,0,21236,[10001,10002,10003,20001,20002,20003,20004,20005,20006,30001,30002,30003,40001,40002,40003]},
{117673,0,17059,[10001,10002,10003,20001,20002,20003,20004,20005,20006,30001,30002,30003,40001,40002,40003]},
{79530,0,18480,[10001,10002,10003,20001,20002,20003,20004,20005,20006,30001,30002,30003,40001,40002,40003]},
{115826,0,11698,[10001,10002,10003,20001,20002,20003,20004,20005,20006,30001,30002,30003,40001,40002,40003]},
{107640,0,12610,[10001,10002,10003,20001,20002,20003,20004,20005,20006,30001,30002,30003,40001,40002,40003]},
{109375,0,12773,[10001,10002,10003,20001,20002,20003,20004,20005,20006,30001,30002,30003,40001,40002,40003]},
{110638,0,12702,[10001,10002,10003,20001,20002,20003,20004,20005,20006,30001,30002,30003,40001,40002,40003]},
{110765,0,13312,[10001,10002,10003,20001,20002,20003,20004,20005,20006,30001,30002,30003,40001,40002,40003]},
{117310,0,16912,[10001,10002,10003,20001,20002,20003,20004,20005,20006,30001,30002,30003,40001,40002,40003]},
{122300,0,20140,[10001,10002,10003,20001,20002,20003,20004,20005,20006,30001,30002,30003,40001,40002,40003]},
{122340,0,21551,[10001,10002,10003,20001,20002,20003,20004,20005,20006,30001,30002,30003,40001,40002,40003]},
{122103,0,22390,[10001,10002,10003,20001,20002,20003,20004,20005,20006,30001,30002,30003,40001,40002,40003]},
{112160,0,21500,[10001,10002,10003,20001,20002,20003,20004,20005,20006,30001,30002,30003,40001,40002,40003]},
{126879,0,13683,[10001,10002,10003,20001,20002,20003,20004,20005,20006,30001,30002,30003,40001,40002,40003]},
{125810,17,21229,[10001,10002,10003,20001,20002,20003,20004,20005,20006,30001,30002,30003,40001,40002,40003]},
{128154,17,23475,[10001,10002,10003,20001,20002,20003,20004,20005,20006,30001,30002,30003,40001,40002,40003]},
{131170,17,24750,[10001,10002,10003,20001,20002,20003,20004,20005,20006,30001,30002,30003,40001,40002,40003]},
{125310,17,24179,[10001,10002,10003,20001,20002,20003,20004,20005,20006,30001,30002,30003,40001,40002,40003]},
{125379,17,26556,[10001,10002,10003,20001,20002,20003,20004,20005,20006,30001,30002,30003,40001,40002,40003]},
{101794,17,12931,[10001,10002,10003,20001,20002,20003,20004,20005,20006,30001,30002,30003,40001,40002,40003]},
{102528,17,13314,[10001,10002,10003,20001,20002,20003,20004,20005,20006,30001,30002,30003,40001,40002,40003]},
{135367,0,29732,[10001,10002,10003,20001,20002,20003,20004,20005,20006,30001,30002,30003,40001,40002,40003]},
{135760,0,27679,[10001,10002,10003,20001,20002,20003,20004,20005,20006,30001,30002,30003,40001,40002,40003]},
{133590,0,22350,[10001,10002,10003,20001,20002,20003,20004,20005,20006,30001,30002,30003,40001,40002,40003]},
{132895,0,22133,[10001,10002,10003,20001,20002,20003,20004,20005,20006,30001,30002,30003,40001,40002,40003]},
{135184,6,22231,[10001,10002,10003,20001,20002,20003,20004,20005,20006,30001,30002,30003,40001,40002,40003]},
{135577,6,22109,[10001,10002,10003,20001,20002,20003,20004,20005,20006,30001,30002,30003,40001,40002,40003]},
{70630,17,36760,[10001,10002,10003,20001,20002,20003,20004,20005,20006,30001,30002,30003,40001,40002,40003]},
{66761,17,33909,[10001,10002,10003,20001,20002,20003,20004,20005,20006,30001,30002,30003,40001,40002,40003]},
{67353,17,39306,[10001,10002,10003,20001,20002,20003,20004,20005,20006,30001,30002,30003,40001,40002,40003]},
{59226,0,50653,[10001,10002,10003,20001,20002,20003,20004,20005,20006,30001,30002,30003,40001,40002,40003]},
{59226,0,49915,[10001,10002,10003,20001,20002,20003,20004,20005,20006,30001,30002,30003,40001,40002,40003]},
{59739,0,54958,[10001,10002,10003,20001,20002,20003,20004,20005,20006,30001,30002,30003,40001,40002,40003]},
{66293,0,48658,[10001,10002,10003,20001,20002,20003,20004,20005,20006,30001,30002,30003,40001,40002,40003]},
{43642,0,55233,[10001,10002,10003,20001,20002,20003,20004,20005,20006,30001,30002,30003,40001,40002,40003]},
{40744,0,58058,[10001,10002,10003,20001,20002,20003,20004,20005,20006,30001,30002,30003,40001,40002,40003]},
{40003,14,58399,[10001,10002,10003,20001,20002,20003,20004,20005,20006,30001,30002,30003,40001,40002,40003]},
{90830,356,44036,[10001,10002,10003,20001,20002,20003,20004,20005,20006,30001,30002,30003,40001,40002,40003]},
{94269,356,44350,[10001,10002,10003,20001,20002,20003,20004,20005,20006,30001,30002,30003,40001,40002,40003]},
{91960,356,46509,[10001,10002,10003,20001,20002,20003,20004,20005,20006,30001,30002,30003,40001,40002,40003]},
{91960,356,43830,[10001,10002,10003,20001,20002,20003,20004,20005,20006,30001,30002,30003,40001,40002,40003]},
{94229,356,46468,[10001,10002,10003,20001,20002,20003,20004,20005,20006,30001,30002,30003,40001,40002,40003]},
{95350,356,46890,[10001,10002,10003,20001,20002,20003,20004,20005,20006,30001,30002,30003,40001,40002,40003]},
{90919,356,46870,[10001,10002,10003,20001,20002,20003,20004,20005,20006,30001,30002,30003,40001,40002,40003]},
{95900,356,42209,[10001,10002,10003,20001,20002,20003,20004,20005,20006,30001,30002,30003,40001,40002,40003]},
{89476,356,41689,[10001,10002,10003,20001,20002,20003,20004,20005,20006,30001,30002,30003,40001,40002,40003]},
{93150,356,49170,[10001,10002,10003,20001,20002,20003,20004,20005,20006,30001,30002,30003,40001,40002,40003]},
{93119,356,41659,[10001,10002,10003,20001,20002,20003,20004,20005,20006,30001,30002,30003,40001,40002,40003]},
{93119,682,45380,[10001,10002,10003,20001,20002,20003,20004,20005,20006,30001,30002,30003,40001,40002,40003]},
{92526,682,44878,[10001,10002,10003,20001,20002,20003,20004,20005,20006,30001,30002,30003,40001,40002,40003]},
{93659,682,45091,[10001,10002,10003,20001,20002,20003,20004,20005,20006,30001,30002,30003,40001,40002,40003]},
{92925,682,45971,[10001,10002,10003,20001,20002,20003,20004,20005,20006,30001,30002,30003,40001,40002,40003]},
{91338,494,45787,[10001,10002,10003,20001,20002,20003,20004,20005,20006,30001,30002,30003,40001,40002,40003]},
{92750,494,43622,[10001,10002,10003,20001,20002,20003,20004,20005,20006,30001,30002,30003,40001,40002,40003]},
{93482,494,44287,[10001,10002,10003,20001,20002,20003,20004,20005,20006,30001,30002,30003,40001,40002,40003]},
{93484,494,46493,[10001,10002,10003,20001,20002,20003,20004,20005,20006,30001,30002,30003,40001,40002,40003]},
{92786,494,47177,[10001,10002,10003,20001,20002,20003,20004,20005,20006,30001,30002,30003,40001,40002,40003]},
{92003,494,45049,[10001,10002,10003,20001,20002,20003,20004,20005,20006,30001,30002,30003,40001,40002,40003]},
{94799,494,44977,[10001,10002,10003,20001,20002,20003,20004,20005,20006,30001,30002,30003,40001,40002,40003]},
{94238,494,45673,[10001,10002,10003,20001,20002,20003,20004,20005,20006,30001,30002,30003,40001,40002,40003]},
{89530,356,49159,[10001,10002,10003,20001,20002,20003,20004,20005,20006,30001,30002,30003,40001,40002,40003]},
{96788,356,49124,[10001,10002,10003,20001,20002,20003,20004,20005,20006,30001,30002,30003,40001,40002,40003]},
{26625,4,22101,[10001,10002,10003,20001,20002,20003,20004,20005,20006,30001,30002,30003,40001,40002,40003]},
{23892,4,14395,[10001,10002,10003,20001,20002,20003,20004,20005,20006,30001,30002,30003,40001,40002,40003]},
]
